text,true_label,pred_label,probability
阔以阔以！赞一个，要凑够十个字哦,1,7,0.9401270747184753
京东客户端的客服非常差劲,4,1,0.7299190163612366
好好6666666666666666,4,1,0.5756534934043884
可以，和想象中的差不多,1,7,0.83827805519104
查了下，2010年开始在京东网购，买的东西不少，从没有评论过！这是第一次！,1,4,0.9675260782241821
质量没得说， 送货服务态度也超级棒呢！每次都是在京东上面买，而且非常实惠，推荐购买,1,4,0.9393468499183655
一般，不达标，不达标，服务差,9,7,0.4725949168205261
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上…,3,4,0.9665402770042419
发货很快的，618之前买的降价了,1,4,0.9109807014465332
客服态度很好，妈妈收的，没有拆开，还不知质量，希望完好,5,1,0.5437065958976746
非常不错非常不错非常不错非常的好,7,1,0.5276170372962952
包装，存储，运输等技术都非常棒。,3,1,0.7338560819625854
京东物流，闪电速度。东西自然的好，京东买东西已经成为习惯！,3,4,0.47305601835250854
给个中肯的评价，包装不错，速度也快，就是价格比超市贵,3,4,0.9108402132987976
宝贝不错，客服也很热情，赞一个,7,5,0.9802337288856506
第二次买了，商品质量还不错，物流也很给力，京东加油↖(^ω^)↗,3,4,0.6641461253166199
非常好，比超市便宜多了。。送货速度很快。,3,4,0.9162938594818115
给媳妇买的，送货到家还是会让人很满意的效果好好的，以后有机会会还要再来购买！    给媳妇买的，送货到家还是会让人很满意的效果好好的，以后有机会会还要再来购买！,3,1,0.6641201376914978
这个差评是给京东快递的,4,1,0.8885059952735901
京东就是快，用了优惠券，不错！！！！！！！,1,4,0.9506963491439819
等使用评价,1,5,0.7397665977478027
很差，差的不要不要的，价格不稳定，变来变去的，真是服了,4,7,0.6079187393188477
