text,true_label,pred_label,probability
京东客户端的客服非常差劲,4,1,0.7642698287963867
好好6666666666666666,4,1,0.6348457336425781
谢谢快递哥哥，老人家已经收到放在家里，辛苦你了快递哥!送上五楼!辛苦快递哥!,3,4,0.5171441435813904
用了几天，感觉不错，无线、蓝牙、摄像头等基本功能都有，对于上网本足够用了。在京东买省事，放心些，送来都是未拆封的。,8,1,0.5476753115653992
下订单付款了 单没有现货 再次到货时已经降价100元 没有通知我 也没有退款 不知如何解决？,8,1,0.5863319039344788
不太理想，一般般！有点失望！,7,9,0.6009122729301453
质量没得说， 送货服务态度也超级棒呢！每次都是在京东上面买，而且非常实惠，推荐购买,1,3,0.5204816460609436
很差很差，感觉很山寨，一买完就降价，服了,4,7,0.4779857099056244
大品牌，值得信赖。用了好多年了，非常不错的一款产品。京东自营的，放心，配送还快。会一直支持下去。,4,1,0.4614998996257782
大失所望，还是很油。这么贵的价格买了后悔死了，广告真害人。希望政府打击虚假广告。,4,3,0.3818288743495941
支持花花公子，支持京东，小哥服务没的说，下一次惠顾。,7,4,0.5363457798957825
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上…,3,4,0.8732839822769165
唉唉跟图片不符合 唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉,7,4,0.45799505710601807
发货很快的，618之前买的降价了,1,4,0.789840579032898
帮帮哒，和想象的一样，点个赞,1,4,0.3059791028499603
非常不错非常不错非常不错非常的好,7,1,0.6621537208557129
分量足，包装好，物流快，价格优，非常棒！感谢京东！,4,3,0.49330058693885803
没有其他颜色选择。送货的圆通服务真是一般，只送到楼下，以前京东用邮政快递的送到到家门口的。,8,7,0.769508421421051
包装，存储，运输等技术都非常棒。,3,4,0.39315634965896606
服务真差！,9,7,0.5023168921470642
给个中肯的评价，包装不错，速度也快，就是价格比超市贵,3,4,0.9649927616119385
宝贝不错，客服也很热情，赞一个,7,5,0.5490154027938843
非常好，比超市便宜多了。。送货速度很快。,3,4,0.9527912139892578
给媳妇买的，送货到家还是会让人很满意的效果好好的，以后有机会会还要再来购买！    给媳妇买的，送货到家还是会让人很满意的效果好好的，以后有机会会还要再来购买！,3,4,0.41664910316467285
京东就是快，用了优惠券，不错！！！！！！！,1,4,0.8078948855400085
等使用评价,1,5,0.8609927296638489
很差，差的不要不要的，价格不稳定，变来变去的，真是服了,4,3,0.6775860786437988
京东垃圾以后不会买京东的东西了。,4,1,0.7785147428512573
什么都好，就是有点小。该买十寸的。,1,7,0.3169846534729004
包装好。送货快。一直选择京东的原因。京东加油。,3,4,0.7006047368049622
物流配送超快，其他的一般,4,1,0.8169140219688416
这中通快递的速度也太墨迹了吧，25日早上七点发往北京，现在才送到，2个节日都过去了…不过对我朋友来讲也算是迟来的惊喜！,3,8,0.7898604869842529
收到货，却是套装已拆，不知何故,4,1,0.5612167119979858
东西非常不错，非常不错非常不错非常不错非常不错非常，，,3,1,0.3637985587120056
我想说 确实很快 什么都好 除了这个推脱责任的态度 不就一个赠品吗 要不要都行,4,1,0.6528093218803406
很好的产品，多次购买啦，不错不错。很好的产品，多次购买啦，不错不错很好的产品，多次购买啦，不错不错。很好的产品，多次购买啦，不错不错,3,4,0.4365200698375702
后来发现屏幕上有一个坏点，打客服X200要8个坏点才能退换，郁闷,8,1,0.9729492664337158
用了一段时间了，感觉很好。这个配置够用了。,1,8,0.5864488482475281
东西都包装的很完好，京东小哥人也特别好，谢谢,3,4,0.6918947100639343
开始洗了，以前买过，这牌子很好的,7,4,0.8973921537399292
收到货了，物流送错地方迟了一天，以后长点心吧,1,4,0.6237146258354187
很好，送快递帅哥很好，看我抱娃，帮我直接拿到四楼，非常感谢帅哥。,3,5,0.48445501923561096
买了之后很快降价，所以差评，换谁心理都不舒服,1,4,0.6729756593704224
宝贝很好很喜欢  卖家有多努力哦~~~ 好,5,7,0.89988112449646
物流乌龟，速度太慢。,1,7,0.9080495238304138
地摊货水平的包装，很受打击,7,4,0.7485619187355042
很好很好哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦,3,1,0.479094535112381
东西还可以，差评给京东，买的时候有优惠卷满一千减一百，大号差不多钻石会员，却没有优惠卷的连接，找几次京东无果。无奈只能用小号买了，此献与各位高级会员以后买东西先上小号看看是不是有优惠卷的连接，我都怀疑大号在京东买这么多东西了，肯定是好多次没优惠卷领的，买的东西都比小号贵了，网购10多年从**到京东，可能要都失望了。高级会员买东西比低级会员要贵，实在说不过去了。下图是同款优惠手机，两千一百八十八的是大号上的截图没有优惠卷连接，两千一百八八的是小号截图有优惠卷连接，不是说这个不是同样的机子没有优惠卷，而是当时本想买二一八八的，所以截了二一八八的图了，大号也有看一四八八的，就是没有连接。。写这么多主要是希望高级会员在买东西的时候别吃亏。,1,4,0.5584190487861633
第三次购买了，价格好，质量也可以,1,7,0.6337635517120361
说好的赠品 请问我的赠品呢,4,1,0.6527724862098694
京东买的商品价廉物美，物超所值，推荐大家来购买。,7,3,0.41022419929504395
排前问了客服有赠品 再三确认后 结果没有赠品 欺骗消费者 误导消费者 第一次真的是第一次遇到 诚信呢？,1,4,0.48587772250175476
分量足，老牌子，值得信赖。送货速度快。赞一个。,4,3,0.7673378586769104
收到快递时都没有发膜，还有就是第二天就降价,4,1,0.5781146883964539
垃圾中滴战斗机…,7,9,0.54535973072052
夫学业在勤，故有锥股自厉；志于文也，则有申写郁滞。故宜从容率情，优柔适会。若销铄精胆，蹙迫和气，秉牍以驱龄，洒翰以伐性，岂圣贤之素心，会文之直理哉！    且夫思有利钝，时有通塞，沐则心覆，且或反常；神之方昏，再三愈黩。是以吐纳文艺，务在节宣，清和其心，调畅其气，烦而即舍，勿使壅滞，意得则舒怀以命笔，理伏则投笔以卷怀，逍遥以针劳，谈笑以药倦，常弄闲于才锋，贾馀于文勇，使刃发如新，腠理无滞，虽非胎息之万术，斯亦卫气之一方也。,3,0,0.9752488732337952
亲宝贝已经收到了?！非常满意！好评?~点赞?,4,7,0.6308354139328003
昨天刚买的*今天就成了*？有这么坑人的吗一天一个价？,3,4,0.6741130352020264
送货及时，比超市便宜很多，方便快捷，还会继续购买,3,4,0.9235091805458069
不怎么样有点后悔买了,7,1,0.6590075492858887
差差差真卡渣渣品牌以后在也不相信大品牌了坑是了,1,7,0.8728739023208618
服务质量差，,7,9,0.6648517847061157
刚到货商家就掉价，不给处理,4,7,0.8843336701393127
不是一般的小，不满意，不满意，不满意。,3,7,0.4241558313369751
外观，一个字～脏～，标签也是随便贴上去的，甚至有一半还是没完全粘好，这种包装，我也是醉了???,4,8,0.6410220265388489
质量很好，很快的呀?超喜欢这个速度，在6 18这个日子还能这么快真的太好了！,1,7,0.8055412769317627
全脱水份处理的吗，一看就放长时间的,3,7,0.5433218479156494
还不错，512卡，双电，2700元,2,1,0.9766888618469238
已经使用了两天了，还没有发现什么问题，这款机器性价比还是蛮高的。,8,1,0.5409972667694092
下单下的京东上门件，但京东宣州站不送货上门。且委托第三方快递打电话叫我自己取。京东拿着消费者的物流费不做事。请京东对宣州站严查，还消费者公道。,4,1,0.47091445326805115
1：一颗星给了都浪费    2：调换时，明明跟客服说好了要发顺丰到付，自己还写了小纸条，结果说了跟没说一样，垃圾工作态度    3：快递说好的*走陆运，贵点走航空。自己花了票票要求走航空，却走了陆运。大家看运单    4：质量不敢恭维，这个价格真坑，大家看白线条，看线头吧    5：不明白京东是怎么要这样的质量与价格不成正比，差的要死，售后还不认真的商家入住的。    6：不要道歉，没用,7,1,0.37803831696510315
用后再评价吧，现在还没有用。,1,5,0.5502017736434937
刚买几天就死机好几次，杂牌货就是杂牌货，同胞们千万别买呀,2,1,0.5436268448829651
还行 就是太长,1,7,0.8102074861526489
一分钱一分货,7,5,0.6241097450256348
收到货了，京东速度快，没的说，产品质量好，快递服务周到，相信京东，,3,4,0.5366902351379395
给父母买的，挺好的，非常满意！,5,1,0.8212167024612427
物流很快，价格划算，可是刚买又降价了,1,4,0.8028811812400818
差评差，差差，差，一个字还是差,7,1,0.46062198281288147
把GPS卫星定位系统搞入手机。不错。,2,1,0.7667453289031982
非常好的商品，物流也快很好的商品,4,1,0.46203503012657166
壳子有点松，质量差,1,7,0.8767848014831543
"极差，买了3套本来想送人,没有味道。怀疑是假货。搞得现在不敢送人。",4,0,0.9794324636459351
宝贝性价比高，不过黑边好宽，和水果比起来差远了，好在价位不一样。,1,3,0.9694128036499023
差点儿丢了，物流在三四线城市还是有欠缺，快递小哥人很好，每次提醒检查破损问题,3,4,0.6811901926994324
送货速度极慢，必须差评。,1,7,0.3488348126411438
"好用不说话,十个字已输入",1,2,0.8066909909248352
快递失望，打电话说了着急还拖到下午送！都不想再京东买东西了,1,4,0.7879582047462463
嘿嘿，比鸡蛋大一点点，失望的商品,3,7,0.5368232727050781
"东西不好都不要买,不要买",3,7,0.2946377098560333
方便又划算，都不用逛超市了。现在什么东西都上京东买，都习惯了。,3,4,0.8231709003448486
快递小哥差评差评差评差评差评！在京东买了这么多年的东西，第一次遇到快递员连小区门都不进的,1,4,0.4732024371623993
不行，超级垃圾,1,7,0.6576958298683167
刚买一天就降价，京东越来越不可信了，而且售后一点都不好,4,1,0.6825400590896606
刚买的，还没用过，想说配送员辛苦了！都快夜里十点了，还在送货！,1,4,0.9215794801712036
价格合适，使用起来没有什么特别不满意的地方。但是有一个缺点是，总会自动锁屏，不知是不是操作不当的问题,1,8,0.4804767072200775
价格太贵了，买了几天就降价,4,1,0.6712808012962341
挺好的啊，买了这个品牌的和另外某个品牌的，感觉还是这个好点。,7,3,0.5488583445549011
太慢太慢，就二十公里，花了四五天，东西现在还没用，不知怎样。,4,1,0.6694342494010925
垃圾东西没人工服务,1,7,0.7837230563163757
钱给了，商品没收到。追问几次无果，差不多一个月了没下文,7,4,0.40172120928764343
头次买，不知道怎么样,4,1,0.31627529859542847
感觉没有以前的那么好,4,1,0.5952479839324951
看不懂啊 发错快递 快递不到我这里 我给快递打电话一直打不通 真的坑 问客服呢 一直发笑脸 看不懂,7,1,0.6717005372047424
