text,true_label,pred_label,probability
服务太差，没有收到货，系统显示收货，至今未处理,4,1,0.5223233103752136
京东客户端的客服非常差劲,4,1,0.7375843524932861
好好6666666666666666,4,1,0.4345015287399292
查了下，2010年开始在京东网购，买的东西不少，从没有评论过！这是第一次！,1,4,0.5587909817695618
质量没得说， 送货服务态度也超级棒呢！每次都是在京东上面买，而且非常实惠，推荐购买,1,4,0.8659750819206238
支持花花公子，支持京东，小哥服务没的说，下一次惠顾。,7,4,0.8708600401878357
我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上…,3,4,0.9940034747123718
唉唉跟图片不符合 唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉唉,7,3,0.6439321041107178
发货很快的，618之前买的降价了,1,4,0.6047263741493225
非常不错非常不错非常不错非常的好,7,1,0.5438323616981506
硬件不错，从外观，做工多不错.,2,8,0.7574524879455566
服务真差！,9,7,0.9485777616500854
给个中肯的评价，包装不错，速度也快，就是价格比超市贵,3,4,0.9380291700363159
宝贝不错，客服也很热情，赞一个,7,5,0.921044111251831
轻薄时尚内屏颜色,2,1,0.6014854311943054
感觉上当了，给母亲买的，回家一看！纯属伪劣产品！不值这个价！,1,3,0.8864043354988098
第二次买了，商品质量还不错，物流也很给力，京东加油↖(^ω^)↗,3,4,0.7745552659034729
非常好，比超市便宜多了。。送货速度很快。,3,4,0.9584346413612366
这个差评是给京东快递的,4,1,0.4700181782245636
京东就是快，用了优惠券，不错！！！！！！！,1,4,0.9660748839378357
等使用评价,1,5,0.8514245748519897
很差，差的不要不要的，价格不稳定，变来变去的，真是服了,4,3,0.9555314779281616
京东垃圾以后不会买京东的东西了。,4,1,0.7319527864456177
什么都好，就是有点小。该买十寸的。,1,7,0.6217622756958008
包装好。送货快。一直选择京东的原因。京东加油。,3,4,0.8844429850578308
物流配送超快，其他的一般,4,1,0.7528812885284424
这中通快递的速度也太墨迹了吧，25日早上七点发往北京，现在才送到，2个节日都过去了…不过对我朋友来讲也算是迟来的惊喜！,3,8,0.8715815544128418
同学买的，看起来很不错！ 性价比还行！ 到现在还没出现质量问题！ 后续在评价！ 买京东自营要的就是送货速度,1,8,0.6898152232170105
物流很快，拿到货看了后很满意,7,4,0.5167033672332764
比想象中的小，对克重没有概念，正好家里有个厨房用称，原来就应该是这个个头啊，不过按照这个大小，性价比很低，下次买大点的,3,8,0.7682666182518005
东西非常不错，非常不错非常不错非常不错非常不错非常，，,3,1,0.5526197552680969
不好 很不好 售后态度一拖再拖，非常不满意！！！！！,7,1,0.7321484088897705
我想说 确实很快 什么都好 除了这个推脱责任的态度 不就一个赠品吗 要不要都行,4,1,0.5082600116729736
东西都包装的很完好，京东小哥人也特别好，谢谢,3,4,0.9721115231513977
开始洗了，以前买过，这牌子很好的,7,4,0.9678661227226257
收到货了，物流送错地方迟了一天，以后长点心吧,1,4,0.8889893293380737
很好，送快递帅哥很好，看我抱娃，帮我直接拿到四楼，非常感谢帅哥。,3,5,0.6994823813438416
做工太粗糙了,7,1,0.7975266575813293
买了之后很快降价，所以差评，换谁心理都不舒服,1,4,0.5031503438949585
一如既往信任京东，快递员非常好，和蔼可亲，任劳任怨，很辛苦。在京东购物放心。,3,4,0.4880256652832031
第二次购买，可惜这次里面掺个小家伙。包装还好，没有损坏的。,3,4,0.9519513845443726
最开始买的时候为了等128，开始没货，后面没分类了，结果我买了32的，这倒好，现在128的又出来了，你要知道我另外买了个599的耳机。。。真是坑,1,2,0.3905247747898102
地摊货水平的包装，很受打击,7,4,0.9885969758033752
很好很好哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦,3,1,0.5433948636054993
第三次购买了，价格好，质量也可以,1,7,0.5690500736236572
说好的赠品 请问我的赠品呢,4,1,0.5528210401535034
京东买的商品价廉物美，物超所值，推荐大家来购买。,7,4,0.6588538885116577
排前问了客服有赠品 再三确认后 结果没有赠品 欺骗消费者 误导消费者 第一次真的是第一次遇到 诚信呢？,1,4,0.9509503841400146
今天早上起床，就收到了快递薛师傅的电话，师傅人非常和蔼，为人不错，认真核对来取快递人的身份信息，非常小心谨慎，刚走出家门口，就看到了那熟悉的银色五菱宏光面包车，车牌号为陕A*****。我从师傅手中接过物品，师傅对我说帮我签字了，并且拿京东的验货仪器给我确认收款信息和金额，一手交钱,4,8,0.49402356147766113
垃圾中滴战斗机…,7,9,0.5793157815933228
挺早就看上它了，等了半个月等到618才买，只是物流慢了一天。,1,4,0.8295773863792419
